COD_S11,GENDER,EDU_FATHER,EDU_MOTHER,OCC_FATHER,OCC_MOTHER,STRATUM,SISBEN,PEOPLE_HOUSE,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,FRESH,PHONE,MOBILE,REVENUE,JOB,SCHOOL_NAT,SCHOOL_TYPE,MAT_S11,QR_PRO,SEL,SEL_IHE,UNIV_PROG
SB11201320314888,M,Complete Secundary,Complete technique or technology,Operator,Home,Stratum 2,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PRIVATE,ACADEMIC,50,39,2,2,INSTITUCION UNIVERSITARIA CENTRO DE ESTUDIOS SUPERIORES MARIA GORETTI-PASTO_ELECTRONIC ENGINEERING
SB11201320315016,M,Complete professional education,Complete professional education,Technical or professional level employee,Technical or professional level employee,Stratum 5,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,PRIVATE,ACADEMIC,74,95,4,2,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN_CIVIL ENGINEERING
SB11201320315045,M,Postgraduate education,Postgraduate education,Technical or professional level employee,Technical or professional level employee,Stratum 2,It is not classified by the SISBEN,Two,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PRIVATE,ACADEMIC,51,35,3,2,INSTITUCION UNIVERSITARIA CENTRO DE ESTUDIOS SUPERIORES MARIA GORETTI-PASTO_ELECTRONIC ENGINEERING
SB11201320315414,M,Incomplete Secundary,Incomplete Secundary,Retired,Home,Stratum 2,Level 2,Four,No,No,No,No,No,No,No,No,Yes,No,less than 1 LMMW,No,PUBLIC,ACADEMIC,53,44,2,2,UNIVERSIDAD PONTIFICIA BOLIVARIANA-MONTERIA_MECHANICAL ENGINEERING
SB11201320315522,F,Complete professional education,Complete technique or technology,Independent,Technical or professional level employee,Stratum 2,It is not classified by the SISBEN,Four,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PRIVATE,ACADEMIC,65,93,2,3,"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C._CIVIL ENGINEERING"
SB11201320315563,M,Incomplete primary ,Complete primary ,Operator,Home,Stratum 1,Level 1,Five,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,less than 1 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,65,87,2,2,UNIVERSIDAD TECNOLOGICA DE PEREIRA - ITP-PEREIRA_ELECTRIC ENGINEERING
SB11201320315816,M,Complete professional education,Complete Secundary,Retired,Operator,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,No,PRIVATE,ACADEMIC,73,97,2,2,UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201320315959,F,Complete primary ,Complete Secundary,Other occupation,Operator,Stratum 2,Level 2,Five,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PRIVATE,ACADEMIC,63,81,1,2,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201320316126,M,Incomplete technical or technological,Complete technique or technology,Technical or professional level employee,Independent professional,Stratum 1,Level 1,Six,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,No,PUBLIC,TECHNICAL,58,63,2,2,UNIVERSIDAD TECNOLOGICA DE BOLIVAR-CARTAGENA_CIVIL ENGINEERING
SB11201320316149,F,Complete professional education,Incomplete Professional Education,Independent professional,Retired,Stratum 4,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,68,91,4,4,UNIVERSIDAD DE LA SABANA-CHIA_CHEMICAL ENGINEERING
SB11201320316339,F,Incomplete Professional Education,Complete professional education,Independent,Independent professional,Stratum 3,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,73,96,4,4,UNIVERSIDAD DE LA SABANA-CHIA_CHEMICAL ENGINEERING
SB11201320316390,F,Ninguno,Ninguno,Other occupation,Other occupation,Stratum 3,It is not classified by the SISBEN,Five,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PUBLIC,ACADEMIC,43,18,2,2,"CORPORACION UNIVERSIDAD DE LA COSTA, CUC-BARRANQUILLA_INDUSTRIAL ENGINEERING"
SB11201320316393,M,Complete Secundary,Complete Secundary,Operator,Home,Stratum 2,It is not classified by the SISBEN,Seven,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PUBLIC,ACADEMIC,87,100,1,1,UNIVERSIDAD DE CORDOBA-MONTERIA_INDUSTRIAL ENGINEERING
SB11201320316438,F,Complete Secundary,Complete technique or technology,Executive,Home,Stratum 2,Level 2,Three,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PRIVATE,ACADEMIC,60,93,2,2,UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA-SANTA MARTA_CIVIL ENGINEERING
SB11201320316522,F,Complete technique or technology,Complete technique or technology,Operator,Home,Stratum 2,It is not classified by the SISBEN,Four,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PRIVATE,ACADEMIC,54,46,2,2,FUNDACION UNIVERSITARIA AGRARIA DE COLOMBIA -UNIAGRARIA-BOGOTÁ D.C._CIVIL ENGINEERING
SB11201320316541,M,Complete Secundary,Incomplete Secundary,Small entrepreneur ,Home,Stratum 2,Level 1,Eight,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PUBLIC,ACADEMIC,54,80,1,2,FUNDACION UNIVERSITARIA TECNOLOGICO COMFENALCO - CARTAGENA      -CARTAGENA_INDUSTRIAL ENGINEERING
SB11201320316559,F,Complete primary ,Ninguno,Independent,Home,Stratum 1,Level 1,Seven,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,less than 1 LMMW,No,PUBLIC,ACADEMIC,81,95,1,1,UNIVERSIDAD DE NARIÑO-PASTO_CIVIL ENGINEERING
SB11201320316569,M,Incomplete Secundary,Incomplete Secundary,Independent,Home,Stratum 2,It is not classified by the SISBEN,Seven,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,64,95,1,1,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-CUCUTA_ELECTROMECHANICAL ENGINEERING
SB11201320316659,F,Incomplete Secundary,Incomplete Secundary,Small entrepreneur ,Home,Stratum 2,Level 2,Four,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,61,94,2,2,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA_ELECTRONIC ENGINEERING
SB11201320316670,M,Complete Secundary,Complete Secundary,Operator,Home,Stratum 2,It is not classified by the SISBEN,Ten,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL,43,42,2,2,UNIVERSIDAD AUTONOMA DEL CARIBE-BARRANQUILLA_INDUSTRIAL ENGINEERING
SB11201320316685,F,Complete primary ,Complete Secundary,Other occupation,Home,Stratum 3,It is not classified by the SISBEN,Five,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,74,100,1,4,UNIVERSIDAD EAFIT--MEDELLIN_PRODUCTION ENGINEERING
SB11201320316771,F,Complete professional education,Complete technique or technology,Independent,Home,Stratum 1,Level 1,Five,No,No,No,No,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PRIVATE,ACADEMIC,60,75,2,2,UNIVERSIDAD AUTONOMA DEL CARIBE-BARRANQUILLA_INDUSTRIAL ENGINEERING
SB11201320316829,F,Complete primary ,Complete Secundary,Operator,Home,Stratum 1,Level 1,Six,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,58,71,2,2,FUNDACION UNIVERSITARIA TECNOLOGICO COMFENALCO - CARTAGENA      -CARTAGENA_INDUSTRIAL ENGINEERING
SB11201320316932,M,Complete Secundary,Complete professional education,Independent,Technical or professional level employee,Stratum 3,It is not classified by the SISBEN,Two,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PRIVATE,TECHNICAL/ACADEMIC,56,91,2,2,UNIVERSIDAD ANTONIO NARIÑO-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201320317027,F,Not sure,Complete Secundary,Independent,Independent,Stratum 1,Level 1,Five,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,"Yes, less than 20 hours per week",PUBLIC,ACADEMIC,62,74,3,2,UNIVERSIDAD ECCI-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201320317112,M,Complete Secundary,Complete Secundary,Retired,Home,Stratum 4,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,57,81,4,3,"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C._CIVIL ENGINEERING"
SB11201320317122,M,Complete professional education,Complete professional education,Independent professional,Independent professional,Stratum 4,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,82,98,3,2,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN_CHEMICAL ENGINEERING
SB11201320317147,F,Postgraduate education,Postgraduate education,Technical or professional level employee,Technical or professional level employee,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,PRIVATE,ACADEMIC,76,97,4,4,"ESCUELA COLOMBIANA DE INGENIERIA""JULIO GARAVITO""-BOGOTÁ D.C._CIVIL ENGINEERING"
SB11201320317204,M,Complete Secundary,Complete Secundary,Small entrepreneur ,Small entrepreneur ,Stratum 3,Level 2,Six,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PRIVATE,ACADEMIC,58,82,2,2,UNIVERSIDAD LIBRE-BARRANQUILLA_INDUSTRIAL ENGINEERING
SB11201320317225,F,Complete Secundary,Complete Secundary,Technical or professional level employee,Independent,Stratum 2,Level 2,Five,No,Yes,No,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PUBLIC,ACADEMIC,61,97,2,1,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA-TUNJA_TRANSPORTATION AND ROAD ENGINEERING
SB11201320317232,F,Complete professional education,Complete professional education,Auxiliary or Administrative,Auxiliary or Administrative,Stratum 3,Level 3,Four,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,65,91,4,4,UNIVERSIDAD DE LA SABANA-CHIA_INDUSTRIAL ENGINEERING
SB11201320317234,M,Complete Secundary,Complete Secundary,Retired,Other occupation,Stratum 3,It is not classified by the SISBEN,Two,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,51,41,2,2,UNIVERSIDAD SANTIAGO DE CALI-CALI_INDUSTRIAL ENGINEERING
SB11201320317296,M,Ninguno,Complete Secundary,Independent,Home,Stratum 3,It is not classified by the SISBEN,Ten,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PRIVATE,ACADEMIC,64,99,3,2,FUNDACION UNIVERSITARIA TECNOLOGICO COMFENALCO - CARTAGENA      -CARTAGENA_INDUSTRIAL ENGINEERING
SB11201320317346,M,Complete professional education,Complete Secundary,Technical or professional level employee,Technical or professional level employee,Stratum 3,Level 2,Twelve or more,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,52,44,4,2,UNIVERSIDAD ANTONIO NARIÑO-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201320317518,M,Complete technique or technology,Complete Secundary,Operator,Home,Stratum 3,Level 2,Five,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PRIVATE,ACADEMIC,53,99,2,2,FUNDACION UNIVERSITARIA TECNOLOGICO COMFENALCO - CARTAGENA      -CARTAGENA_INDUSTRIAL ENGINEERING
SB11201320317563,F,Complete Secundary,Complete technique or technology,Independent,Operator,Stratum 2,It is not classified by the SISBEN,Five,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PRIVATE,ACADEMIC,60,90,2,4,"ESCUELA COLOMBIANA DE INGENIERIA""JULIO GARAVITO""-BOGOTÁ D.C._INDUSTRIAL ENGINEERING"
SB11201320317564,F,Complete Secundary,Incomplete Secundary,Operator,Home,Stratum 1,It is not classified by the SISBEN,Four,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PRIVATE,ACADEMIC,49,64,2,2,UNIVERSIDAD CATOLICA DE COLOMBIA-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201320317641,M,Complete primary ,Complete Secundary,Independent,Home,Stratum 1,Level 1,Four,No,No,No,No,No,No,No,Yes,No,Yes,less than 1 LMMW,No,PUBLIC,ACADEMIC,86,93,2,2,UNIVERSIDAD DEL ATLANTICO-BARRANQUILLA_MECHANICAL ENGINEERING
SB11201320317650,M,Incomplete Professional Education,Complete Secundary,Small entrepreneur ,Home,Stratum 4,It is not classified by the SISBEN,Four,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,56,84,2,2,UNIDAD CENTRAL DEL VALLE DEL CAUCA-TULUA_INDUSTRIAL ENGINEERING
SB11201320317667,M,Complete professional education,Complete professional education,Independent professional,Technical or professional level employee,Stratum 3,Level 3,Three,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Between 5 and less than 7 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,87,100,4,4,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C._CIVIL ENGINEERING
SB11201320317681,M,Complete primary ,Complete primary ,Other occupation,Other occupation,Stratum 1,Level 1,Eight,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,55,61,1,2,FUNDACION UNIVERSITARIA INTERNACIONAL DEL TROPICO AMERICANO-YOPAL_CIVIL ENGINEERING
SB11201320317724,F,Complete professional education,Complete professional education,Technical or professional level employee,Auxiliary or Administrative,Stratum 3,Level 3,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,53,57,2,2,UNIVERSIDAD LIBRE-PEREIRA_CIVIL ENGINEERING
SB11201320317939,M,Incomplete primary ,Incomplete primary ,Other occupation,Home,Stratum 2,Level 2,Five,No,Yes,No,No,No,No,No,Yes,No,No,less than 1 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,76,93,1,2,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA_ELECTRONIC ENGINEERING
SB11201320317965,F,Not sure,Complete Secundary,Retired,Independent,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PRIVATE,ACADEMIC,65,99,2,2,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA_CIVIL ENGINEERING
SB11201320318063,M,Complete professional education,Complete professional education,Technical or professional level employee,Home,Stratum 4,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,PRIVATE,ACADEMIC,70,93,4,2,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA_CIVIL ENGINEERING
SB11201320318223,M,Incomplete Secundary,Complete Secundary,Independent,Independent,Stratum 2,Level 1,Five,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,"Yes, less than 20 hours per week",PUBLIC,TECHNICAL/ACADEMIC,53,26,2,2,CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA-GIRARDOT_CIVIL ENGINEERING
SB11201320318230,M,Complete professional education,Complete professional education,Independent professional,Independent professional,Stratum 4,It is not classified by the SISBEN,Six,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,69,94,4,2,UNIVERSIDAD DE IBAGUE-IBAGUE_CIVIL ENGINEERING
SB11201320318233,M,Complete Secundary,Complete technique or technology,Other occupation,Technical or professional level employee,Stratum 3,It is not classified by the SISBEN,Six,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Between 2 and less than 3 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,71,99,2,2,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN_CIVIL ENGINEERING
SB11201320318248,M,Complete professional education,Complete Secundary,Technical or professional level employee,Home,Stratum 4,It is not classified by the SISBEN,Six,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,96,99,4,2,UNIVERSIDAD DE SANTANDER - UDES-BUCARAMANGA_CIVIL ENGINEERING
SB11201320318313,F,Incomplete Professional Education,Complete technique or technology,Independent,Home,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,70,78,4,2,UNIVERSIDAD SANTO TOMAS-TUNJA_CIVIL ENGINEERING
SB11201320318323,M,Complete professional education,Complete professional education,Independent professional,Home,Stratum 4,It is not classified by the SISBEN,Six,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,70,99,4,2,UNIVERSIDAD TECNOLOGICA DE PEREIRA - ITP-PEREIRA_MECHANICAL ENGINEERING
SB11201320318452,M,Complete Secundary,Complete Secundary,Other occupation,Home,Stratum 3,Level 3,Four,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,64,79,2,2,FUNDACION UNIVERSITARIA AGRARIA DE COLOMBIA -UNIAGRARIA-BOGOTÁ D.C._CIVIL ENGINEERING
SB11201320318463,M,Complete Secundary,Complete technique or technology,Operator,Auxiliary or Administrative,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,68,100,3,3,"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C._CIVIL ENGINEERING"
SB11201320318700,M,Postgraduate education,Complete professional education,Executive,Independent professional,Stratum 5,It is not classified by the SISBEN,Five,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,PRIVATE,ACADEMIC,81,93,4,2,UNIVERSIDAD SANTIAGO DE CALI-CALI_INDUSTRIAL ENGINEERING
SB11201320318743,M,Incomplete Secundary,Complete professional education,Independent,Independent professional,Stratum 4,It is not classified by the SISBEN,Four,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,74,93,2,1,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA-TUNJA_CIVIL ENGINEERING
SB11201320318867,M,Incomplete Secundary,Complete technique or technology,Independent,Home,Stratum 1,Level 1,Five,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,70,77,1,1,UNIVERSIDAD DE LA GUAJIRA-RIOHACHA_CIVIL ENGINEERING
SB11201320319037,M,Complete professional education,Complete professional education,Independent professional,Home,Stratum 5,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,PRIVATE,ACADEMIC,71,78,4,4,FUNDACION UNIVERSIDAD DE AMERICA-BOGOTÁ D.C._CHEMICAL ENGINEERING
SB11201320319081,F,Complete Secundary,Incomplete Secundary,Executive,Small entrepreneur ,Stratum 2,Level 2,Eight,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,54,93,2,2,UNIVERSIDAD CATOLICA DE COLOMBIA-BOGOTÁ D.C._CIVIL ENGINEERING
SB11201320319201,F,Complete professional education,Complete professional education,Independent professional,Independent professional,Stratum 4,It is not classified by the SISBEN,Four,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,68,92,4,2,UNIVERSIDAD TECNOLOGICA DE PEREIRA - ITP-PEREIRA_INDUSTRIAL ENGINEERING
SB11201320319238,F,Incomplete Secundary,Incomplete Secundary,Independent,Home,Stratum 2,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PRIVATE,ACADEMIC,74,95,2,4,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C._MECHANICAL ENGINEERING
SB11201320319258,F,Complete professional education,Complete technique or technology,Technical or professional level employee,Executive,Stratum 4,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,50,61,4,2,PONTIFICIA UNIVERSIDAD JAVERIANA-CALI_INDUSTRIAL ENGINEERING
SB11201320319311,M,Postgraduate education,Postgraduate education,Executive,Executive,Stratum 5,It is not classified by the SISBEN,Five,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,78,98,4,4,UNIVERSIDAD ICESI-CALI_INDUSTRIAL ENGINEERING
SB11201320319379,F,Incomplete primary ,Incomplete Secundary,Operator,Other occupation,Stratum 1,Level 1,Four,No,No,No,No,Yes,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PUBLIC,ACADEMIC,63,57,2,1,UNIVERSIDAD DEL CAUCA-POPAYAN_INDUSTRIAL AUTOMATIC ENGINEERING
SB11201320319420,M,Complete professional education,Complete Secundary,Small entrepreneur ,Home,Stratum 3,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,71,88,1,1,UNIVERSIDAD SURCOLOMBIANA-NEIVA_ELECTRONIC ENGINEERING
SB11201320319461,F,Complete professional education,Complete Secundary,Technical or professional level employee,Independent,Stratum 2,Level 2,Four,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,45,8,2,1,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-CUCUTA_CIVIL ENGINEERING
SB11201320319468,M,Complete Secundary,Complete Secundary,Operator,Auxiliary or Administrative,Stratum 2,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,63,62,4,2,CORPORACION UNIVERSITARIA DEL META-VILLAVICENCIO_INDUSTRIAL ENGINEERING
SB11201320319478,M,Complete Secundary,Complete professional education,Independent,Home,Stratum 6,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,87,92,2,2,UNIVERSIDAD TECNOLOGICA DE PEREIRA - ITP-PEREIRA_INDUSTRIAL ENGINEERING
SB11201320319487,F,Complete professional education,Incomplete technical or technological,Technical or professional level employee,Home,Stratum 2,It is not classified by the SISBEN,Four,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,TECHNICAL/ACADEMIC,49,79,2,2,UNIVERSIDAD CATOLICA DE COLOMBIA-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201320319589,F,Complete professional education,Incomplete technical or technological,Independent,Home,Stratum 2,It is not classified by the SISBEN,Four,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL,50,47,4,3,UNIVERSIDAD AUTONOMA DE OCCIDENTE-CALI_INDUSTRIAL ENGINEERING
SB11201320319616,F,Complete professional education,Complete Secundary,Independent,Independent,Stratum 6,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,60,98,4,4,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C._CIVIL ENGINEERING
SB11201320319721,M,Postgraduate education,Complete professional education,Technical or professional level employee,Independent professional,Stratum 5,It is not classified by the SISBEN,Five,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,10 or more LMMW,No,PRIVATE,ACADEMIC,76,99,4,4,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C._CIVIL ENGINEERING
SB11201320319755,M,Complete Secundary,Complete primary ,Small entrepreneur ,Small entrepreneur ,Stratum 2,It is not classified by the SISBEN,Four,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PRIVATE,TECHNICAL/ACADEMIC,55,52,1,2,UNIVERSIDAD SANTO TOMAS-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
